pl_pnum	pl_orbper	pl_orbsmax	pl_orbeccen	pl_orbincl	pl_bmassj	st_metfe
1	3.29011795					0.16
1	7.56052806					0.06
1	12.12400943					-0.06
1	2.71407755					-0.03
1	122.8808058					0.04
1	1.06378867					-0.03
1	148.4603382					-0.04
1	0.93488424					0.01
1	201.1214					0.01
1	24.7576421					0.01
1	10.13202575					-0.1
1	38.5053398					-0.11
1	6.77408868					0.04
1	26.41045478					-0.03
1	14.37508035					0
2	56.1886887					0.29
2	3.18897601					0.29
1	6.92101021					0.01
1	3.27346074					-0.33
2	7.1262				0.01447	-0.19
2	15.3787546					0.03
2	21.1284569					0.03
1	25.96200249					0.04
1	34.8538276					0
1	2.41435165					0.1
1	4.30655689					0.09
1	2.29503623					-0.02
1	27.495606					0.02
1	14.08827448					0.01
1	110.96546					-0.06
1	3.76419105					-0.15
4	6.16486					-0.12
4	13.5708				0.033	-0.12
4	23.9802					-0.12
4	43.8445				0.035	-0.12
1	46.8779367					-0.03
1	2.75798267					-0.03
1	9.30412078					0.11
1	14.07971466					0.09
1	16.54080322					0
2	3.60930891					-0.01
2	2.37030743					-0.01
1	1.93155984					-0.03
1	0.76212926					0.03
1	16.92344113					0.03
1	23.8990296					0.04
1	6.2216147					0.03
1	6.1799844					0.01
1	1.5690665					0.07
2	8.67888593					0
2	4.02582254					0
1	5.94566534					-0.06
1	1.52372816					-0.17
1	6.14727918					-0.01
1	34.3511874					0.03
1	3.00725242					-0.01
1	13.24503188					0.21
1	77.2548396					0.09
1	3.85691855					0.01
1	1.5432066					-0.06
1	33.4177993					-0.02
1	2.05333679					-0.02
1	219.3217528					0.08
2	18.78425728					0.06
2	161.5163345					0.06
1	0.69384285					0.01
1	23.12748644					0.05
1	5.13248562					-0.09
2	6.48163					-0.08
2	21.2227					-0.08
1	198.680179					-0.04
1	1.43474156					0
1	58.6017925					-0.09
2	25.0824626					-0.01
2	89.722292					-0.01
1	78.1000231					0.06
1	4.27103091					-0.09
1	2.89221751					-0.1
1	187.747029					-0.11
1	2.54307286					-0.02
1	2.16845259					-0.02
1	6.42200058					0.05
1	81.3151059					-0.04
1	51.3285623					-0.08
1	19.79191978					-0.01
1	5.03728015					0.13
1	4.42157218					0.28
1	1.25275217					0
1	0.57103852					0.01
1	4.51005748					-0.09
1	37.6467384					0.04
1	9.69312032					-0.16
1	8.79617863					0.02
1	14.36267939					0.04
1	42.3004954					0.18
1	14.97435694					-0.08
1	23.5540725					-0.51
1	41.6977827					0.01
1	4.79028459					0.03
1	38.6715075					0
1	8.3265153					0.03
1	2.94902905					-0.04
1	13.15141081					0.12
1	42.1917357					-0.03
1	4.33946454					0.05
1	2.85234897					-0.59
1	17.6700642					-0.09
1	108.593329					-0.26
1	5.12330347					0.04
1	61.6178167					0.04
2	24.3397804					-0.04
2	76.5369586					-0.04
2	4.754				0.037	0.05
2	8.92507					0.05
1	5.45298175					-0.06
1	3.53232449					0.05
1	62.8916228					-0.01
1	11.55562343					-0.02
1	17.13263989					-0.1
1	76.957857					0.02
1	2.36172433					0.03
1	23.9210791					0.05
1	3.17060005					0.04
1	0.81316672					0.05
3	8.041				0.009	-0.003
3	11.776				0.012	-0.003
1	24.0862707					-0.08
1	2.34451194					0.04
1	18.3027248					0.02
2	2.88890485					-0.06
2	210.630591					-0.06
1	17.14647302					-0.03
1	3.97076766					-0.13
1	2.3522658					-0.06
1	10.62784997					0.11
1	1.10446351					-0.02
1	3.73089898					0.02
1	2.78786839					0.01
1	65.6478424					-0.11
1	1.64680191					-0.25
1	1.75583533					0.03
2	5.1856142					0.04
2	8.45808312					0.04
1	33.469743					0.04
1	11.89520511					0.02
1	4.45743164					0.05
1	13.5396293					0.18
1	22.70816791					0.04
1	7.97034958					0.01
1	10.71252541					-0.35
1	32.5637069					-0.03
1	6.11786898					0.02
1	3.97599768					-0.03
1	9.478522					0.05
1	33.2406882					-0.02
1	1.00393374					-0.05
1	55.8226539					0.13
1	6.11009134					0.26
1	9.98969327					-0.09
1	1.44259224					-0.01
1	26.0204423					-0.04
1	0.7698536					0
1	6.89225223					-0.04
1	37.94563					-0.04
1	24.1738579					-0.01
1	106.247547					0.02
1	31.80634					-0.05
1	2.68505749					-0.03
1	16.8601286					0
1	4.89337519					0.03
1	11.17394617					0.01
1	28.5057189					0.04
1	53.5991044					-0.04
1	104.3518976					-0.04
1	16.07677615					0
1	18.87064068					-0.01
1	17.1369543					0
1	3.78858982					0.08
1	10.45843441					-0.02
1	5.60014851					-0.08
1	25.2034787					-0.16
1	2.83265213					0.12
1	16.22371307					0
1	8.49642241					-0.25
1	66.1849031					0
1	2.03231845					0.06
1	7.6847716					0.03
1	15.0447198					-0.27
1	1.11854972					0.04
1	15.18725932					0.03
1	28.6851324					0.06
1	0.58800076					0.01
1	85.7350285					0.06
1	1.07839035					-0.04
1	1.21699766					0.07
1	13.68237119					0.05
1	11.08507637					-0.03
1	25.369116					0.12
1	8.07124073					0.04
1	11.01816836					-0.08
1	12.94130146					0.03
1	5.34982412					0.13
1	18.82634264					0.05
1	4.76703963					0.01
1	4.37034536					0.03
1	2.03232507					0.07
1	22.9221266					-0.02
1	16.10467749					0.05
5	56.268				0.113	-0.202
1	7.42693741					-0.04
1	12.00096042					0.09
1	1.91694425					-0.04
1	16.301259					0.04
1	13.32351601					0.14
1	7.01075434					0.01
1	17.2923453					-0.08
1	94.2887577					-0.04
1	0.57736958					-0.18
1	86.828989					-0.06
1	9.95661537					0.01
1	10.41725184					0.06
1	26.7839183					0.06
1	45.1263042					0.02
1	11.94014029					0.01
1	4.16055856					0.01
1	31.0571618					-0.09
1	84.5733226					0.12
1	4.14787559					0.05
1	5.19104016					0.22
1	4.8663815					0.04
1	18.5525701					-0.09
1	13.62798432					-0.05
1	16.8320729					0.01
1	3.70428172					0.05
2	4.35409304					-0.01
2	2.93658468					-0.01
1	11.32271513					-0.03
1	13.71220213					-0.05
1	7.46725407					0.24
1	24.3347127					0.06
1	2.60754383					0.04
1	45.0904643					-0.04
1	15.0540329					0.03
1	68.8861915					-0.14
3	9.99113313					-0.1
3	3.60084276					-0.1
3	5.72717226					-0.1
1	36.2919336					0.02
1	12.4127754					0.05
1	2.66831376					-0.09
1	0.98494017					-0.07
1	0.66308526					-0.07
1	19.1187753					0.01
1	48.4308991					0.03
1	8.67900242					-0.02
1	4.55139967					-0.03
1	0.96852602					-0.02
1	6.49441289					-0.1
1	28.474748					-0.07
1	13.0313945					0.07
1	40.9903986					0.05
1	37.3331536					0.07
1	6.03356196					-0.02
1	3.0255955					-0.01
1	51.1309704					0.06
1	28.625653					0.03
1	6.98152703					0.11
1	3.65691115					0.04
1	12.5720095					-0.02
1	40.8365012					-0.01
1	3.23941344					0.02
1	23.4774101					0.06
2	15.09				0.097	-0.048
2	22.804				0.105	-0.048
1	66.5579057					0.04
1	3.11602791					-0.04
1	2.13194651					0.01
1	12.9460978					0.04
1	0.66407381					0.03
1	14.7967458					0.16
1	11.25402929					0.03
1	11.47685909					-0.05
1	2.76122421					0.14
1	7.99019627					0.02
1	4.69500134					-0.02
1	8.63043276					-0.04
1	3.27646405					0.08
1	5.57654784					0
1	115.6862258					-0.03
1	3.81371974					0.04
1	8.3839865					-0.04
1	1.68189002					-0.04
1	7.12811928					0.13
1	19.9400874					-0.01
1	22.2419092					0.05
1	9.08237046					0.01
1	8.83922659					0.04
1	7.56127224					0.04
1	16.1288853					-0.05
1	13.5630972					0.01
1	16.29595382					0
1	18.01621096					0.06
1	2.10433812					-0.13
1	28.8432647					-0.03
2	16.092				0.051	0.12
2	25.5169				0.026	0.12
1	0.67933627					-0.07
2	11.1726994					0.09
2	2.53573424					0.09
1	5.44832529					-0.02
1	3.83309118					0
1	5.42474928					-0.22
1	0.84338011					0.07
1	87.9732136					0.03
1	0.56887443					-0.01
1	213.257663					-0.01
1	2.88676265					0.44
4	110.2869374					-0.053
1	0.86838653					0.1
2	11.12830484					-0.45
2	2.22649109					-0.45
1	0.96286738					-0.07
1	0.92990668					0.02
1	4.11584468					0.05
1	33.8786838					0.01
1	42.3514267					0.02
1	14.88801098					-0.03
1	4.52158888					0
1	9.33646594					0.02
1	10.10769068					0.08
1	0.78916165					0.05
1	11.87456832					0
1	109.6471842					-0.04
1	15.64591713					-0.03
1	6.26406846					-0.07
2	23.198681					0.05
2	5.77721211					0.05
1	24.4002549					-0.09
1	0.93511806					0
1	1.34155513					0.01
1	0.66502692					0.07
1	132.9968322					0.19
1	2.21571036					0.03
1	3.35183158					-0.16
1	4.7683049					0.06
1	44.6169557					0.04
1	3.40165668					0.04
1	14.00947528					-0.11
1	27.5722742					-0.01
1	2.12823928					0.03
2	4.4968604					-0.06
2	1.76678906					-0.06
1	0.91614077					-0.03
1	1.87788275					0
1	24.7543966					-0.06
1	76.613377					0.03
1	1.28958811					-0.04
1	0.63400294					-0.02
1	3.0091324					-0.06
1	7.06317341					-0.08
1	59.4970952					0.11
1	40.5286413					0.06
1	3.57554956					0
1	136.205626					0.06
1	2.94194094					-0.09
1	13.32196237					0.04
2	7.69993485					0.03
2	4.77468005					0.03
1	2.16457097					-0.02
1	1.57409027					-0.06
1	0.67564949					0.1
1	25.873148					0
2	20.2641684					0.05
2	7.44142113					0.05
2	3.4462039					-0.07
2	2.00541269					-0.07
1	1.31155557					0.05
1	1.29123275					0.03
1	10.65276707					-0.13
1	3.3004192					0.09
1	5.30880656					0.07
1	0.74092842					0.05
1	11.95398936					0.03
1	0.88184115					-0.04
3	10.3126				0.00021	-0.28
3	13.7813				0.0062	-0.28
3	23.0881				0.00201	-0.28
1	10.3108245					0.1
1	25.3842686					-0.1
1	16.3583055					0.3
1	13.9093583					0.03
1	15.36262753					-0.06
1	2.88879862					0.41
1	6.73972381					0.11
1	2.27952666					0.02
4	12.2854603					0.02
4	5.53608151					0.02
4	20.9568158					0.02
4	37.6327084					0.02
1	99.2530951					-0.14
1	6.48021673					-0.01
1	54.4092333					0.04
1	15.1410397					-0.11
1	2.44357812					-0.09
1	3.93766373					0.06
1	3.78470649					0.12
1	18.2206421					0.04
1	47.449955					0
2	2.78815679					0.01
2	4.13827595					0.01
1	1.63865306					-0.03
1	6.790123		0.035	90	8.4	0.12
1	9.06689421					0.04
1	11.20066445					0.04
1	2.03387914					0.03
1	5.19492202					0.03
1	15.9314739					-0.09
1	28.2274184					0.03
1	11.62905828					0.04
1	20.0711504					0.05
1	2.99793191					0
1	0.76486493					-0.03
1	60.866168					0.01
1	86.1150888					-0.04
1	3.6146051					0.04
1	13.1829642					-0.05
1	3.51576315					-0.02
1	0.63642408					0.12
1	1.49514952					0.03
1	20.3505213					0.02
1	22.4764425					0
1	42.5215895					0.04
1	6.69960006					-0.1
1	6.9131112					0.05
1	18.6051942					0
1	23.955378					-0.02
1	29.6091744					0.01
1	14.4541302					-0.03
1	14.2563227					0.03
1	0.96897238					0.06
1	10.67607169					0.35
1	4.48487493					0.04
1	2.46050993					-0.03
1	5.86601526					0.07
1	23.9109011					0.02
1	4.13592271					0.07
1	8.05333618					0.19
1	4.45343281					-0.03
1	9.705716					-0.01
1	10.9295461					-0.02
1	2.31942009					0.2
1	8.07392849					-0.03
1	39.859484					0.04
1	39.4419839					0.01
1	81.4162941					0.26
1	2.41811321					0
1	33.42035034					0.06
1	10.60052251					-0.03
1	0.68996783					0.11
1	56.6747285					-0.03
1	12.27065865					-0.16
1	13.2274528					0.04
2	22.951				0.117	-0.674
2	42.882				0.25	-0.674
1	54.5094166					-0.02
1	35.622233					0.01
1	42.913751					0.14
1	47.1611696					0.01
1	47.0319479					-0.02
1	49.276764					-0.02
1	18.1373829					-0.09
1	51.1110243					-0.05
1	47.9872764					0.02
1	62.8691611					0.01
1	29.9633247					-0.02
1	29.3494775					-0.04
1	65.6488341					0.06
1	25.15864					0
2	31.7785901					0.03
2	5.32786292					0.03
1	31.8277111					-0.06
1	31.1750448					-0.07
1	47.0569043					-0.07
2	8.23984869					0.03
2	3.54553021					0.03
1	21.8635301					0.02
1	16.2950903					-0.01
1	3.63899398					-0.03
1	38.1312831					0.03
1	14.4273551					-0.01
1	36.4333452					0.04
1	82.177374					0.03
1	10.35863224					0.06
1	11.55530021					-0.06
1	26.0840594					0.03
1	14.53261362					-0.02
3	51.84688575					0.143
1	22.12679948					0.07
1	5.94220998					0.04
1	12.25383217					-0.04
1	9.5085156					0.04
1	30.4549136					-0.17
1	19.9157725					0.02
1	54.6495759					0.06
1	7.31946363					0.04
1	39.8189932					0.06
1	82.294751					-0.13
1	92.4362973					-0.08
1	16.5861762					0.06
1	16.75255007					0.06
1	15.0217983					0.06
1	91.080482					0.01
1	85.273256					0.06
1	64.6588017					0.05
1	8.74199772					0.01
1	48.051405					-0.01
1	44.2008					-0.01
1	15.0330105					-0.05
1	14.5564533					0.04
1	41.7083629					0.05
1	96.16987					-0.19
1	82.304003					-0.17
1	30.8609366					-0.18
1	14.0329154					-0.05
1	16.0506213					-0.03
1	20.7056504					0.01
1	25.4338197					0.03
1	84.703921					0.04
1	23.2382792					0.14
1	20.35972599					0.2
1	160.88465087					0.14
1	217.8317626					0.14
1	214.3114164					0.07
1	7.25931979					0.03
1	5.54608367					0.01
1	5.11177904					0.06
1	240.7989397					-0.07
1	0.65355357					0.04
1	47.14840805					-0.05
1	1.84788917					-0.07
1	0.93875077					0
1	70.9674603					0.04
1	2.41660118					0.27
1	3.908632					-0.01
1	160.129918					0.07
1	1.79111021					0.03
1	5.33905686					-0.03
2	2.5904434					0.03
2	5.3227406					0.03
1	1.13854338					-0.03
1	1.09366356					-0.1
1	308.5471					0.03
1	5.71668872					-0.01
1	138.9442					0
1	364.758031					0.05
1	1.4444538					-0.08
1	175.138819					0.02
1	133.3036741					-0.01
5	20.54981883					-0.391
5	3.93276465					-0.391
5	9.91935684					-0.391
1	125.4131177					0.1
1	8.40691199					-0.04
4	3.95116882					0.06
4	2.89223021					0.06
4	5.99273738					0.06
4	5.10115756					0.06
1	6.96710269					0.07
1	168.811174					0.02
1	163.692349					-0.06
1	19.5974971					0.01
1	0.69297968					0.04
1	124.828679					0.05
1	214.886545					0.02
1	225.582809					0.01
1	24.4973698					0.01
1	184.771853					-0.07
1	4.24261881					-0.09
1	198.088774					-0.1
1	8.10501635					0.03
1	8.82713457					0.08
1	3.74032496					0.02
1	3.50470358					0
1	0.97191543					-0.04
1	3.03195744					0.04
1	1.00520701					0.04
1	64.2737752					0.11
1	3.43276598					0.02
1	18.0540381					0.03
1	1.53818844					-0.16
1	0.53991524					-0.07
1	153.979578					-0.03
1	20.925392					0.09
1	5.79180156					0.06
3	7.02573474					-0.108
1	26.548955					-0.04
1	3.38555488					0.04
1	5.49548621					0.08
1	2.6157554					0.02
1	6.9424334					0.08
1	2.55314213					-0.07
1	6.98471973					0.05
1	6.30560247					0
1	1.45088691					-0.13
1	0.84990789					0.11
1	56.6449279					0.12
1	6.28385491					0.07
1	4.83817712					0.48
1	9.32807355					-0.07
1	13.3997099					0
1	3.5827463					0.08
1	15.6049212					0.06
1	9.4060467					0.07
1	7.84931739					-0.14
1	0.99166527					0.08
1	7.61760804					0.03
1	8.18504949					0.01
1	3.05710069					0.04
1	174.509835					0.02
1	2.71603809					0.03
1	4.56380468					-0.02
1	66.373379					-0.11
1	2.94654179					0.02
1	4.34195123					0.04
1	122.363553					0.02
1	386.370548					0.07
1	2.20921951					0.05
1	11.17931605					0.02
1	2.27163926					0.07
1	0.68368426					0.02
1	85.7565495					-0.01
1	196.435224					0.01
1	13.6473676					0.05
1	16.4735686					-0.24
1	114.34219					0.1
1	8.70181574					0.1
1	5.1762429					0.01
1	3.91795101					0.03
1	1.5184299					0.01
1	3.9466141					-0.17
1	47.3126192					0.06
1	6.76284377					0.02
1	27.4785572					0.01
1	6.10826019					0.04
1	23.6225913					-0.07
1	101.951829					0.03
1	92.263714					0.03
1	10.8118737					0.04
1	4.36128348					0.04
1	3.29030452					0.06
1	287.378949					0.01
1	4.13962966					0.04
1	7.20283653					-0.1
1	76.378033					0.17
1	3.87595807					0.05
1	509.997402					-0.46
1	4.09513932					0.04
1	448.303558					0
1	186.404271					0.02
1	374.876239					0.02
1	469.63111					0.06
1	425.47785					0.03
1	6.10960324					0.07
1	259.33683					-0.01
1	9.878482					-0.03
1	7.5844126					0.1
2	19.672266					-0.02
2	32.657212					-0.02
2	12.2057513					-0.01
2	6.6513802					-0.01
1	5.34264507					-0.01
1	21.0907758					-0.1
1	16.1779561					0.04
1	4.48558383					0.04
1	1.53818001		0.01			-0.11
1	9.87863917		0.13			-0.16
3	1.55400393					-0.286
4	51.16579					0.072
2	36.855				0.006	-0.091
2	49.412				0.024	-0.091
3	9.28716		0.12		0.02643	-0.08
3	28.731		0.21		0.04122	-0.08
3	62.95		0.05		0.07079	-0.08
3	5.94504102					0.006
3	6.47027579					-0.153
3	1.31184443					-0.14
3	3.88689525					
3	124.5244647					0.194
4	7.38449		0.078	90	0.02328	
4	9.84564		0.15	90	0.01605	
4	14.78869		0.037	87.94	0.02517	
4	19.72567		0.051	88	0.0151	
5	23.654				0.534	0.143
5	50.447				0.042	0.143
4	3.21982106					-0.028
3	6.2385				0.0302	-0.04
3	12.7204				0.0774	-0.04
3	123				0.283	-0.04
3	1.04562266					0.212
4	12.28				0.01611	-0.13
4	17.2559				0.01951	-0.13
3	5.24972541					-0.951
3	31.884				0.052	0.012
3	48.648				0.051	0.012
2	17.324				0.275	-0.315
2	33.006				0.202	-0.315
3	35.736				0.155	-0.57
3	54.414				0.118	-0.57
4	24.806				0.192	-0.374
4	44.347				0.177	-0.374
2	10.3384				0.01419	-0.04
2	13.2884				0.01259	-0.04
4	1.49914695					0.523
3	5.487				0.033	-0.071
3	8.291				0.019	-0.071
2	10.4208				0.02341	0.19
2	13.0729				0.01145	0.19
2	34.921				0.09	0.09
2	71.312				0.124	0.09
4	9.341				0.027	-0.106
4	1.64422461					-0.053
3	17.849				0.019	-0.308
3	26.136				0.047	-0.308
3	142.544247					-0.134
4	13.3675				0.03146	-0.32
4	21.302				0.03776	-0.32
4	39.7922				0.03839	-0.32
4	51.196					-0.32
2	42.994				0.238	-0.129
2	88.505				0.056	-0.129
3	6.83437001					-0.046
3	184.256405					-0.297
3	13.61159129					-0.145
2	2.42629				0.02	0.18
2	4.62332				0.009	0.18
2	0.66931					0.33
2	3000				12.6	0.33
1	2.46502					-0.2
1	68.9584					0.08
2	7.83442788					0.23
2	4.7				0.011	
2	7.171				0.094	
2	4.176				0.377	
2	8.708					
2	6.319				0.183	
2	12.209					
2	12.331				0.035	
2	15.943					
1	86.67856		0.2	89.952	1.1	-0.05
2	406.2		0.498		2.43	-0.07
2	16.79713874					0.01
3	2.984151		0	89.74		0.27
3	4.871229		0	89.91		0.27
3	8.15275		0	89.61		0.27
3	1.565409		0	87.42		-0.3
3	3.036179		0	88.97		-0.3
3	5.148921		0	88.72		-0.3
2	12.58242		0.03			
2	33.6727		0.05			
3	28.454851		0.02			
3	15.413135		0.02			
3	7.51464		0.14			
2	523.9		0.0214		4.46	0.27
2	20.74028413					-0.28
2	220.1303357					-0.38
1	8.31378306					0.04
1	84.6879808					-0.06
1	8.98101683					-0.28
1	7.25696522					0.19
1	9.94067247					0.09
2	51.07926307					-0.01
2	3.70921385					-0.01
1	24.99324193					0.06
1	38.47875707					0.1
1	24.66919569					0.04
1	5.01423457					0.07
1	4.17625551					0.16
1	14.55731705					0.12
1	5.66067294					-0.01
1	3.10550819					0.21
1	14.00640607					0.04
1	11.11990653					-0.04
1	13.2217576					-0.03
1	12.49341307					-0.02
4	4.778				0.0124	0.17
4	9.67395				0.04597	0.17
4	42.8961				0.025	0.17
4	982				2.067	0.17
1	4.9195838					0.11
1	10.06082567					0.03
1	56.35418576					-0.13
1	30.229104					0.09
1	10.04556931					-0.1
1	3.2432598					0.04
1	30.36044667					-0.04
2	15.3587684					0
2	38.6519976					0
1	3.12082923					0.03
1	17.27629612					0
4	7.2037945				0.98	-0.151
4	10.9129343				0.72	-0.151
1	3.26869515					-0.02
1	4.22538451					0.37
1	11.72012266					0.07
1	3.00387658					0.11
1	8.02511821					0.02
1	3.41303622					-0.07
1	8.30864937					-0.03
1	3.57320367					0.24
1	9.61375356					-0.04
1	5.63252845					0
1	8.5083244					0.03
1	5.64067757					-0.03
1	4.28686431					0.05
1	7.25844721					0.09
1	9.54927542					-0.31
1	27.52197994					-0.19
1	6.8834055					0.09
1	3.56809693					0.06
1	25.30889748					0.18
1	41.74600392					0.01
1	19.55659418					-0.35
1	296.637865					0.01
1	34.43587975					0.22
1	28.86235584					-0.01
1	5.65179605					0.36
1	19.96371318					0.08
1	24.85462415					0.01
1	60.92832271					-0.06
1	8.51203588					-0.23
1	24.3078946					0.01
3	7.8773565				8.7	-0.289
3	16.3850021				10.41	-0.289
2	19.67416124					-0.03
2	5.21104261					-0.03
1	22.20813214					0.25
1	38.58422849					0.41
1	5.83598311					-0.03
2	7.97419807					0.02
2	1.88897906					0.02
1	18.68404933					0.11
1	5.45849832					0.34
1	13.28535633					0.03
1	19.78297415					0.02
2	1.98035766					-0.1
2	12.8345022					-0.1
3	18.6489525				18.41	
3	38.5583038				15.74	
1	39.30941904					-0.08
1	29.88485741					-0.03
1	12.92491623					0
1	28.51120525					0.01
1	15.95994513					0.01
1	4.90332155					0.13
1	1.8270823					0
1	3.24755522					0.23
1	81.73780699					-0.05
3	8.0109434				0.92	-0.036
3	12.0717249				0.37	-0.036
1	172.7049784					-0.1
1	5.08005848					0.07
1	13.14497566					0.02
1	13.89961966					-0.19
1	21.41616926					0.02
1	13.24934059					0.03
1	4.14702026					0.14
1	6.01038429					0.01
1	4.45419434					0
2	42.9495649					-0.03
2	117.040498					-0.03
5	27.9481449				1.49	-0.201
5	42.1516418				1.11	-0.201
1	8.60010411					-0.02
1	12.3764661					-0.09
1	5.26341577					0.01
2	4.03046804					0.21
2	328.2399546					0.21
1	1.90220856					0.14
1	16.21775407					0
1	11.72292176					0.03
1	3.70598955					0.02
1	29.00790538					-0.06
1	17.58752333					0.03
1	18.47764449					-0.39
2	58.3620495					0.02
2	5.35016198					0.02
1	18.00931444					-0.04
1	22.18432708					-0.08
1	3.75083228					-0.01
1	4.24374723					-0.02
1	18.42794624					-0.01
1	16.54297375					0
1	11.02347475					0.11
1	34.18890521					0.01
2	5.7293196				18.86	-0.045
2	11.6092567				6.95	-0.045
1	4.301662					0.06
1	4.79859939					0.01
1	17.20523483					-0.1
1	22.18329658					0.02
1	7.65880414					-0.01
1	9.37891944					0
1	29.91136794					0.09
1	25.69578251					-0.14
1	1.6168837					-0.03
1	9.66857723					0.13
3	10.2184954				1.39	-0.12
3	15.5741568				2.19	-0.12
1	8.22241966					-0.06
1	40.6069821					0.03
1	18.49235668					0.01
1	6.5100253					0.07
1	35.1810304					0.02
1	2.75235975					0.03
1	2.10472218					0
1	10.94027841					-0.05
1	4.22162536					0
1	16.54964934					0.01
2	11.8681707				2.05	-0.253
2	17.9801235				1.37	-0.253
1	5.85296257					0.07
1	81.1694299					0.01
1	2.82019241					-0.03
1	21.21708973					0.04
1	13.64618192					-0.03
1	25.30292332					0.08
1	21.30022655					0.03
1	13.02365861					-0.01
1	3.70175428					0.02
1	15.65562652					-0.02
3	7.1334				0.01318	-0.09
3	8.9187				0.01211	-0.09
3	11.8981				0.01309	-0.09
1	23.67517607					-0.09
1	5.37886844					-0.02
1	15.28469497					-0.02
3	21.05358596					0.03
3	127.9075774					0.03
3	6.2171292					0.03
1	25.85501786					-0.02
2	3.38353807					0.02
2	2.35895152					0.02
1	24.31575992					0.01
1	0.6381632					-0.02
1	6.41251504					-0.02
1	6.52121067					0.06
1	59.87756		0.25	89.8		0.03
2	6.99692655					0.12
2	151.86392					0.12
1	2.4370333					0.06
1	3.72215641					0.04
1	15.77979614					-0.01
1	14.03491514					-0.07
1	10.35584657					-0.07
2	9.99761851					-0.02
2	90.4113556					-0.02
1	1.68269615					-0.07
1	3.59576964					0.08
2	5.4042722					0.05
2	1.20846503					0.05
1	12.91375431					0.03
1	2.62811375					-0.02
1	14.28226676					-0.09
1	9.07097734					-0.03
1	14.58649607					-0.06
2	7.75192492					0.1
2	4.1653651					0.1
1	14.48585199					0.01
1	40.6994443					0.05
1	15.4580567					0.04
1	7.2385854					0.01
1	161.4743937					0.03
1	17.97979059					0.23
1	30.99660733					0.11
1	8.50340718					-0.05
1	5.16950177					-0.18
1	23.44971004					0.41
1	16.08066115					-0.02
1	23.20584623					0.38
1	6.07972888					0.04
1	10.21420496					0.23
1	22.24813967					0.15
1	9.48961571					0.15
1	4.41745855					0.06
1	16.33889626					0.13
1	3.1739171					0.08
1	3.27582262					-0.01
1	15.87364565					-0.07
1	16.2254649					-0.14
1	17.4211749					0.21
1	29.90722674					-0.17
1	3.03214559					0.13
1	21.38521506					-0.04
1	4.18200253					0.17
2	14.70748976					0.23
2	0.90037648					0.23
1	13.72465129					0.04
1	46.4063358					0
1	1.26025909					-0.04
1	24.54350418					0.03
1	1.28707676					-0.04
1	17.671796					0.02
1	9.27358194					-0.07
1	6.02930132					-0.05
1	21.67697486					-0.03
1	4.99678284					0.03
1	2.52559332					0.07
1	16.01310205					-0.03
1	4.49876092					0.01
1	41.43962808					0.15
1	8.35390639					-0.06
1	4.12554687					0.14
1	2.81650485					0.07
1	4.28095859					0.08
1	38.3774623					-0.01
1	3.72873109					0
1	2.24338185					-0.27
1	2.33743801					-0.05
1	11.59822172					-0.02
1	6.57531678					0.06
1	7.27503724					0.07
1	12.39358604					-0.09
3	5.39875				0.01878	0.12
3	9.60504				0.02265	0.12
3	625				0.84007	0.12
1	3.68992629					0.13
1	26.39435646					-0.04
1	12.61190667					-0.05
1	2.53918318					-0.03
1	6.77030201					-0.11
1	1.6255222					0.15
1	1.59474546					-0.07
1	20.50586978					-0.04
1	3.89593684					0.02
1	22.36656079					-0.01
1	7.74809437					0.19
1	8.114379					0.04
1	21.81293494					-0.01
1	15.37563332					-0.1
1	6.36584161					0
1	3.04033042					-0.01
1	4.19042557					0.07
1	3.70987065					-0.01
1	16.32976218					-0.03
1	27.80756293					-0.26
1	80.8720639					0.04
1	10.35533177					0
1	10.52629406					0
1	4.58352176					0.05
1	3.76182115					0.09
1	56.0560538					0.07
1	41.40831347					-0.06
1	2.23749275					-0.12
1	3.16789194					0.01
1	16.08524954					-0.08
1	4.34728553					-0.04
1	23.58914398					-0.04
2	21.02247699					-0.03
2	226.89047					-0.03
1	7.411141					-0.03
1	8.09888799					0.04
1	10.00652995					0.02
1	10.37168453					0
1	4.40840023					-0.12
1	2.0523499					0.06
1	5.00731778					-0.02
1	4.70832654					0
1	5.39202539					-0.01
2	4.09357325					0.02
2	105.144749					0.02
1	4.08227507					0
1	3.31494634					-0.02
1	39.64317811					-0.01
1	21.80451088					-0.09
1	5.15448442					-0.01
1	5.74347727					-0.03
1	3.16635371					-0.05
1	6.49168426					0.07
1	3.85560355					0.04
2	9.46781405					-0.01
2	0.89304124					-0.01
1	20.83424726					0.01
1	6.10485286					-0.17
1	11.51516988					0.07
1	3.60147201					0.03
1	28.59915399					-0.24
1	24.58721573					-0.09
1	12.53248465					-0.08
1	3.58410122					0.03
1	7.03902374					0.07
1	8.36086824					0.07
1	3.17926292					0.01
1	12.06222443					0
1	9.93143556					0.06
1	3.48159251					0.09
1	35.61760587					-0.03
1	7.40742793					0.08
1	17.31716585					-0.11
2	9.42887179					0.03
2	4.08899022					0.03
1	17.44490636					-0.06
1	18.82747265					-0.08
1	5.74772501					-0.03
1	14.5596237					0.05
2	1.26909037					-0.01
2	2.85313364					-0.01
1	1.22486632					-0.19
1	1.02267882					0.02
4	12.1097104					-0.1
4	4.75793986					-0.1
4	20.4966197					-0.1
4	8.1934719					-0.1
1	41.805985					0.06
