pl_discmethod	pl_pnum	st_metfe	pl_orbper	pl_orbeccen	pl_orbincl	pl_bmassj	pl_bmassprov	pl_radj	pl_dens	st_teff	st_mass	st_rad	st_logg	st_lum	st_dens	st_metfe
Transit	4	-0.073	52.0902	0.025	89.93	0.019	Mass	0.639	0.09	6174	1.17	1.3	4.27	0.342	0.741	-0.073
Transit	4	-0.073	81.0659	0.012	89.13	0.013	Mass	0.311	0.53	6174	1.17	1.3	4.27	0.342	0.741	-0.073
Transit	4	-0.014	26.444					0.357		5428	0.85	0.94	4.47			-0.014
Transit	4	-0.014	51.538					0.477		5428	0.85	0.94	4.47			-0.014
Transit	4	-0.014	2.382961					0.158		5428	0.85	0.94	4.47			-0.014
Transit	4	-0.014	5.902206					0.22		5428	0.85	0.94	4.47			-0.014
Transit	4	-0.031	8.306					0.176		5436	0.92	0.89	4.49			-0.031
Transit	4	-0.031	12.513					0.194		5436	0.92	0.89	4.49			-0.031
Transit	4	-0.031	17.91323					0.107		5436	0.92	0.89	4.49			-0.031
Transit	4	-0.031	25.216751					0.113		5436	0.92	0.89	4.49			-0.031
Transit	4	0.36	4.16071	0.0028	89.02	1.21	Mass	1.15	0.98	5576	1.11	1.16	4.35		0.999	0.36
Transit	4	0.36	9.095	0.006	89.22	0.05286	Mass	0.331	1.8	5576	1.11	1.16	4.35		0.999	0.36
Transit	4	0.36	0.789636	0.03	86.2	0.02863	Mass	0.162	8.5	5576	1.11	1.16	4.35		0.999	0.36
Radial Velocity	4	0.02	30.5987	0.06		0.07406	Msini			3466	0.42	0.4		-1.658		0.02
Radial Velocity	4	0.02	122.6196	0.11		0.06636	Msini			3466	0.42	0.4		-1.658		0.02
Radial Velocity	4	0.02	48.1345	0.12		0.02391	Msini			3466	0.42	0.4		-1.658		0.02
Radial Velocity	4	0.02	13.2543	0.21		0.01032	Msini			3466	0.42	0.4		-1.658		0.02
Radial Velocity	4	0.23	1051.1	0.323	45	6.7	Mass				0.71					0.23
Radial Velocity	4	0.23	7337			6.8	Msini				0.71					0.23
Radial Velocity	4	0.23	3.6005	0.262		0.014	Msini				0.71					0.23
Radial Velocity	4	0.23	35.39	0.125		0.025	Msini				0.71					0.23
Radial Velocity	4	0.05	61.1166	0.0324	59	2.2756	Mass				0.33			-1.886		0.05
Radial Velocity	4	0.05	30.0881	0.25591	59	0.7142	Mass				0.33			-1.886		0.05
Radial Velocity	4	0.05	1.93778	0.207	59	0.021	Mass				0.33			-1.886		0.05
Radial Velocity	4	0.05	124.26	0.055	59	0.046	Mass				0.33			-1.886		0.05
Radial Velocity	4	0.35	94.44	0.04		0.451	Msini			5600	1.07		4.28			0.35
Radial Velocity	4	0.35	201.99	0.048		1.33	Msini			5600	1.07		4.28			0.35
Radial Velocity	4	0.35	1069.8	0.074		1.18	Msini			5600	1.07		4.28			0.35
Radial Velocity	4	0.35	5000	0.26		0.66	Msini			5600	1.07		4.28			0.35
Radial Velocity	4	0.263	643.25	0.128		1.08	Msini			5807	1.08		4.37			0.263
Radial Velocity	4	0.263	4205.8	0.0985		1.814	Msini			5807	1.08		4.37			0.263
Radial Velocity	4	0.263	9.6386	0.172		0.03321	Msini			5807	1.08		4.37			0.263
Radial Velocity	4	0.263	310.55	0.0666		0.5219	Msini			5807	1.08		4.37			0.263
Radial Velocity	4	-0.4	18.315	0	90	0.0085	Msin(i)/sin(i)			5401	0.7		4.22			-0.4
Radial Velocity	4	-0.4	40.114	0	90	0.0076	Msin(i)/sin(i)			5401	0.7		4.22			-0.4
Radial Velocity	4	-0.4	90.309	0	90	0.015	Msin(i)/sin(i)			5401	0.7		4.22			-0.4
Radial Velocity	4	-0.4	147.02	0.29		0.01501	Msini			5401	0.7		4.22			-0.4
Radial Velocity	4	0.17	982			2.067	Mass			5194	0.88	0.89	4.49		1.98	0.17
Radial Velocity	4	0.36	580.7	0.36	87	1.57	Mass			5576	1.11	1.16	4.35		0.999	0.36
Transit Timing Variations	5	-0.202	56.268			0.113	Mass	0.156		6050	0.99	1.22	4.3			-0.202
Transit	5	-0.11	15.5712		88.4			0.259		6199	1.15	1.4	4.18			-0.11
Transit	5	-0.11	31.6978		89.58			0.228		6199	1.15	1.4	4.18			-0.11
Transit	5	-0.11	156					0.353		6199	1.15	1.4	4.18			-0.11
Transit	5	-0.11	131					0.492		6199	1.15	1.4	4.18			-0.11
Transit	5	-0.11	324					0.91		6199	1.15	1.4	4.18			-0.11
Transit	5	0.18	5.28696					0.042		4909	0.81	0.76	4.58	-0.553	2.61	0.18
Transit	5	0.18	7.07142					0.052		4909	0.81	0.76	4.58	-0.553	2.61	0.18
Transit	5	0.18	10.3117			0.012	Mass	0.105	13.27	4909	0.81	0.76	4.58	-0.553	2.61	0.18
Transit	5	0.18	16.1457			0.028	Mass	0.198	4.68	4909	0.81	0.76	4.58	-0.553	2.61	0.18
Transit	5	0.18	27.4536					0.079		4909	0.81	0.76	4.58	-0.553	2.61	0.18
