pl_discmethod	pl_pnum	st_metfe	pl_orbper	pl_orbeccen	pl_orbincl	pl_bmassj	pl_bmassprov	pl_radj	pl_dens	st_teff	st_mass	st_rad	st_logg	st_lum	st_dens	st_metfe
Radial Velocity	1	0.15	2.1974	0.07		1.21	Msini			6380	1.51		4.37			0.15
Radial Velocity	1	0.22	1046.2	0.193		3.48	Msini			5505	0.95	0.99	4.42	-0.092		0.22
Radial Velocity	1	0.12	103.95	0.307		5.76	Msini			6046	1.12	1.14	4.49	0.193		0.12
Radial Velocity	1	-0.14	176.3	0.112		2.9	Msini			4757	1.9	9.9	2.77	1.655		-0.14
Radial Velocity	1	0.06	528.4	0.26		1.21	Msini			5883	1.11		4.51	-0.01		0.06
Radial Velocity	1	0.03	116.596	0.207		5.14	Msini			5972	1.38	2.29	3.86	0.777		0.03
Radial Velocity	1	0.03	491.54	0.23		2.3	Msini			5972	1.38	2.29	3.86	0.777		0.03
Radial Velocity	1	0.29	1027	0.52		0.85	Msini			6308	1.22	1.21	4.56	0.25		0.29
Radial Velocity	1	0.36	2.8758911		84.55	0.368	Mass	0.813	0.85	6160	1.34	1.54	4.19	0.48	0.497	0.36
Radial Velocity	1	0.2	4.088	0.08		1.36	Msini			5730	1.1		4.1			0.2
Radial Velocity	1	0.09	431.8	0.101		3.1	Msini			5049	1.61	4.5	3.4	1.064		0.09
Radial Velocity	1	-0.01	5894	0.38		2.71	Msini			5961	1.17	0.96	4.5			-0.01
Radial Velocity	1	0.16	2899	0.52		2.18	Msini			5726	1.1	1.15	4.36	0.107		0.16
Radial Velocity	1	-0.46	689	0.074		1.5	Msini			5155	0.93	4.8	3.4	1.173		-0.46
Radial Velocity	1	-0.01	499.4	0.34		2.73	Msini			6076	1.12	1.34	4.37	0.346		-0.01
Radial Velocity	1	0.11	163.967	0.6		4.73	Msini			5655	1.08	1.44	4.15	0.281		0.11
Radial Velocity	1	0.08	818.8	0.04		2.6	Msini			4960	1.69	5.03	3.17	1.129		0.08
Radial Velocity	1	0.14	131.05	0.708		9.71	Msini			5453	0.93		4.46			0.14
Radial Velocity	1	-0.12	842.2	0.22		0.74	Msini			5900	1.25	2.16	4.07	0.731		-0.12
Radial Velocity	1	0.17	359.5546	0.84785		10.57	Msini			5969	1.35	2.12	3.92			0.17
Radial Velocity	1	0.28	521	0.291		1.8	Msini			4897	1.65	4.8	3.2	1.076		0.28
Radial Velocity	1	0.17	75.523	0.252		0.26	Msini			5794	1.12		4.22			0.17
Radial Velocity	1	0.37	995.4	0.637		4.77	Msini			6022	1.34		4.21	0.508		0.37
Radial Velocity	1	0.01	8.428198	0.277		14.4	Msini			4830	0.75		4.76	-0.602		0.01
Radial Velocity	1	0.06	17.24	0.2		0.0696	Msini				1.2					0.06
Radial Velocity	1	0.21	282.4	0.26		0.48	Msini			5922	1.13	1.06	4.44	0.061		0.21
Radial Velocity	1	-0.04	40	0.088		0.05078	Msini			5790	0.99		4.44			-0.04
Radial Velocity	1	-0.18	606.4	0.24		2.7	Msini				0.8					-0.18
Radial Velocity	1	0.09	434.5	0.2		2.89	Msini			5426	1.02	0.95	4.49	-0.155		0.09
Radial Velocity	1	0.37	270	0.63		6.43	Msini			6317	1.5	1.93	4.06	0.73		0.37
Radial Velocity	1	-0.09	5144	0.734		3.53	Msini			5127	0.81		4.43	-0.509		-0.09
Radial Velocity	1	0	420.77	0.089		1.7	Msini			4943	1.5	4.5	3.28	1		0
Radial Velocity	1	0.078	6.404	0.107		0.248	Msini			5564	0.93		4.52			0.078
Radial Velocity	1	-0.32	533	0.64		6.1	Msini			4393	1.09	16.7	2.12	1.52		-0.32
Radial Velocity	1	0.3	1145	0.11		0.67	Msini			5810	1.14	1.22	4.32	0.204		0.3
Radial Velocity	1	0.22	359.9	0.166		4.6	Msini			4650	2.3		3			0.22
Radial Velocity	1	-0.49	550	0.59		1.98	Msini			5663	0.99	1.95	3.84			-0.49
Radial Velocity	1	0.17	1523	0.4		2.6	Msini			5467	0.94		4.43			0.17
Radial Velocity	1	-0.22	323.6	0.21		2.7	Msini			4683	2	13.5	2.48	1.892		-0.22
Radial Velocity	1	0.19	1290	0.54		7.8	Msini				1.1					0.19
Radial Velocity	1	-0.07	297.3	0.33		0.61	Msini			5060	1.65	3.8	3.52	0.934		-0.07
Radial Velocity	1	-0.62	29.01	0.11		0.02825	Msini			5392	0.71	0.7	4.64			-0.62
Radial Velocity	1	-0.16	623.8	0.13		0.87	Msini			5904	0.98	1.18	4.34			-0.16
Radial Velocity	1	0.34	71.484	0.114		7.03	Msini			5668	1.01					0.34
Radial Velocity	1	0.25	14.476	0.115		0.0866	Msini			5684	1.15	1.6	4.06	0.382		0.25
Radial Velocity	1	0.137	3.092514	0.022		0.916	Msini			6168	1.21		4.34			0.137
Radial Velocity	1	0.2	396.03	0.257		22	Msini			4917	2.6	9.2	2.98	1.643		0.2
Radial Velocity	1	0.04	479	0.09		1.6	Msini			5030	1.52	4.1	3.5	0.973		0.04
Radial Velocity	1	0.2	562.1	0.1		2.9	Msini			5040	1.89	5.12	3.3	1.176		0.2
Radial Velocity	1	-0.53	956	0.26		0.37	Msini			5781	0.92	1.39	4.24	0.288		-0.53
Radial Velocity	1	0.11	6.838	0.3		0.94	Msini			5980	1.28	1.88	3.94			0.11
Radial Velocity	1	0.05	986	0.47		0.75	Msini			6075	1.22			2.13		0.05
Radial Velocity	1	-0.04	772	0.12		2.7	Msini			5048	1.6	4.9	3.3	1.143		-0.04
Radial Velocity	1	0.289	461.2	0.137		1.5	Msini			5746	1.09		4.45			0.289
Radial Velocity	1	-0.03	2.2185752							4875	0.85	0.81	4.56	-0.484	2.28	-0.03
Radial Velocity	1	-0.24	1038.1	0.18		1.9	Msini			5628	1.1		4.18	0.297		-0.24
Radial Velocity	1	-0.48	4885	0.57		3.1	Msini			5988	0.91	1.53	4.02	0.43		-0.48
Radial Velocity	1	0.3	1606.3	0.259		8.52	Msini			6010	1.14		4.45	0.348		0.3
Radial Velocity	1	0.054	24.3587	0.008		0.733	Msini			4996	0.81	0.73	4.63			0.054
Radial Velocity	1	-0.15	345.53	0.129		2.4	Msini			5220	1.68	3.9	3.44	1.009		-0.15
Radial Velocity	1	0.068	18.20132	0.0138		3.69	Msini			5788	1.07		4.22			0.068
Radial Velocity	1	0.229	1378	0.228		2.9	Msini			5892	1.15		4.27			0.229
Radial Velocity	1	0.18	3638	0.66		6.9	Msini			6017	1.29	1.73	4.24	0.572		0.18
Radial Velocity	1	0.22	1333	0.48		2.58	Msini			6254	1.28	1.31	4.31	0.38		0.22
Radial Velocity	1	0.27	466.2	0.063		1.37	Msini			6188	1.36					0.27
Radial Velocity	1	0.315	1120	0.715		6.11	Msini			5941	1.17		4.38			0.315
Radial Velocity	1	-0.19	1733	0.37		0.266	Msini			5056	0.74	0.72	4.48	-0.509		-0.19
Radial Velocity	1	0.19	279.8	0.27		1.37	Msini			6176	1.22	1.33	4.29	0.36		0.19
Radial Velocity	1	0.14	610	0.229		2.2	Msini			4874	1.56	6.1	3.3	1.276		0.14
Radial Velocity	1	0.01	597.065	0.956		1.43	Msini			5798	1.02	1.09	4.36			0.01
Radial Velocity	1	0.022	130.08	0.24		0.52	Msini			6067	1.13		4.33			0.022
Radial Velocity	1	-0.09	875.5	0.08		9.9	Msini			4035	1.6	51.1	1.4			-0.09
Radial Velocity	1	0.04	380.85	0.75		1.99	Msini			4795	0.78	0.79	4.22	-0.529		0.04
Radial Velocity	1	0.21	352.7	0.07		1.4	Msini			4860	1.25	4.98	3.13	1.09		0.21
Radial Velocity	1	0.214	442.19	0.476		1.29	Msini			5555	1.01		4.5			0.214
Radial Velocity	1	0.18	2.245715	0		0.45	Msini			6256	1.27		4.52	0.243		0.18
Radial Velocity	1	-0.21	373.3	0.111		2.3	Msini			5121	1.15	5	3.5	1.188		-0.21
Radial Velocity	1	0.17	1877	0.154		19.2	Msini			6215	1.22		4.05	0.638		0.17
Radial Velocity	1	0.244	1311	0.07		1.26	Msini			5999	1.3		4.15			0.244
Radial Velocity	1	0.21	1256	0.29		1.82	Msini				1.15					0.21
Radial Velocity	1	-0.17	148.6	0.38		1.47	Msini			4639	1.36	12.5	2.36	1.8		-0.17
Radial Velocity	1	0.23	118.45	0.37		0.65	Msini				0.9			-0.1		0.23
Radial Velocity	1	-0.135	1319	0.4		13	Msini			5966	1.02	1.27	4.35	0.276		-0.135
Radial Velocity	1	0.38	225.7	0.3		0.21	Msini			4820	0.85	0.86	4.81	-0.452		0.38
Radial Velocity	1	-0.13	5501	0.77		10.39	Msini			5362	1.05	1.91	4	0.425		-0.13
Radial Velocity	1	-0.04	2093.3	0.4		1	Msini			4820	1	2.9	3.51	0.62		-0.04
Radial Velocity	1	-0.25	672.1	0.14		11.1	Msini			3935	1.2	49.7	1.1			-0.25
Radial Velocity	1	0	2209	0.16		1.06	Msini			5921	1.04	1.07	4.32	0.093		0
Radial Velocity	1	-0.17	218.47	0.404		3.18	Msini			5960	1.13		4.24			-0.17
Radial Velocity	1	-0.03	456.1	0.08		3.09	Msini			6304	1.25		4.43	0.22		-0.03
Radial Velocity	1	0.29	1173	0.123		1.61	Msini			5620	1.19		4.05	0.422		0.29
Radial Velocity	1	0.05	871	0.08		1.56	Msini			4806	1.07	4.1	3.31	0.929		0.05
Radial Velocity	1	-0.11	3999	0.16		1.9	Msini			5765	1.13	1.67	4.1			-0.11
Radial Velocity	1	-0.029	572.38	0.725		7.75	Msini			5727	0.99		4.34			-0.029
Radial Velocity	1	0.27	1189.1	0.464		5.97	Msini			6097	1.34	1.54	4.19	0.47		0.27
Radial Velocity	1	0.343	26.73	0.05		0.71	Msini			6037	1.33	1.7	4.38			0.343
Radial Velocity	1	-0.37	528.07	0.8191		13.65	Msini			5027	0.75		4.6			-0.37
Radial Velocity	1	-0.15	730.6	0.102		2.45	Msini			5927	1.01		4.34			-0.15
Radial Velocity	1	0.34	1214	0.44		1.5	Msini				1.13					0.34
Radial Velocity	1	0.07	141.6	0.1		1.08	Msini			6208	1.14	1.35	4.33	0.4		0.07
Radial Velocity	1	-0.36	192	0.05		6.575	Msini			4791	1.5	10.9	2.55	1.75		-0.36
Radial Velocity	1	0.33	1561	0.266		7.71	Msini			5904	1.16					0.33
Radial Velocity	1	-0.18	501.75	0.15		5.21	Msini			4297	0.82		2.31	1.55		-0.18
Radial Velocity	1	-0.26	745.7	0.4		5.3	Msini			4361	1.69	32	1.66	2.49		-0.26
Radial Velocity	1	0.206	3668	0.04		4.01	Msini			5853	1.18		4.36			0.206
Radial Velocity	1	-0.49	535.6	0.35		9.4	Msini			4052.5	1	38	1.44			-0.49
Radial Velocity	1	-0.11	1845	0.08		0.95	Msini			6160	1.09	1.18	4.43	0.276		-0.11
Radial Velocity	1	0.16	3.4442	0		0.48	Msini			5192	0.93		4.29	-0.33		0.16
Radial Velocity	1	0.42	428.1	0.06		1.56	Msini			4846	1.23		3.78			0.42
Radial Velocity	1	-0.12	2208	0.12		1.45	Msini			5737	0.94	1	4.48	-0.056		-0.12
Radial Velocity	1	0.12	385.9	0.092		5.59	Msini			5546	0.98					0.12
Radial Velocity	1	0.06	1116	0.81		1.16	Msini			5664	1.06	1.48	4.12	0.34		0.06
Radial Velocity	1	0.13	6.0881	0.086		0.917	Msini			4503	0.73	0.66	4.67			0.13
Radial Velocity	1	0.15	8.7836	0		0.026	Msini			3679	0.45	0.45		-1.472		0.15
Radial Velocity	1	-0.11	387.1	0.168		1.7	Msini			5076	1.74	6.2	3.3	1.36		-0.11
Radial Velocity	1	-0.24	1362.3	0.459		2.4	Msini			5560	0.85	0.85	4.44			-0.24
Radial Velocity	1	-0.11	2443	0.08		2.54	Msini			5552	0.9	1	4.42	-0.14		-0.11
Radial Velocity	1	0	311.6	0.129		1.6	Msini			4844	2.54	12.02	2.67	1.85		0
Radial Velocity	1	0.29	1159.2	0.778		1.373	Msini			5994	1.23	1.53	4.34			0.29
Radial Velocity	1	0.13	1684	0.18		0.47	Msini			5400	0.92	0.91	4.37			0.13
Radial Velocity	1	-0.06	912	0.117		1.8	Msini			4982	1.35	4.2	3.4	0.996		-0.06
Radial Velocity	1	0.16	466	0.3		0.5	Msini			5960	1.23	1.71	4.1	0.517		0.16
Radial Velocity	1	-0.15	157.54	0.01		3.04	Msini			4580	1.13	10.22	2.1			-0.15
Radial Velocity	1	0.11	2372	0.07		0.7	Msini			5727	0.94		4.41			0.11
Radial Velocity	1	0.08	3.38773	0		0.62	Msini			5017	0.7		4.22	-0.33		0.08
Radial Velocity	1	0.05	326.6	0.12		1.3	Msini			5052	1.48	4.2	3.5	1.021		0.05
Radial Velocity	1	0.366	18.179	0.48		0.33	Msini			5995	1.24	1.2	4.21			0.366
Radial Velocity	1	-0.12	388	0.34		9.1	Msini			6250	1.25		4			-0.12
Radial Velocity	1	0.04	82.467	0.389		3.76	Msini			6060	1.15		4.24			0.04
Radial Velocity	1	0.24	62.218	0.596		0.229	Msini			5221	0.88					0.24
Radial Velocity	1	-0.12	363.2	0.41		0.34	Msini			5998	1.08		4.15			-0.12
Radial Velocity	1	0.26	696.3	0		10.7	Msini			5222	1.36	2.53	3.84	0.659		0.26
Radial Velocity	1	0.048	2151	0.6405		10.27	Msini			5950	1.1		4.36			0.048
Radial Velocity	1	0.15	264.15	0.252		4.01	Msini			6089	1.15					0.15
Radial Velocity	1	-0.09	963	0.74		2.54	Msini			5010	0.7		4.42	-0.187		-0.09
Radial Velocity	1	0.2	526.62	0.903		1.56	Msini			5688	0.99		4.4	0.086		0.2
Radial Velocity	1	-0.09	857.5	0.2		1.6	Msini			5405	0.83	0.82	4.45			-0.09
Radial Velocity	1	-0.284	828	0.052		0.804	Msini			5600	0.87		4.52			-0.284
Radial Velocity	1	-0.09	149.61	0.19		0.04531	Msini			5727	1.01	1	4.44	-0.009		-0.09
Radial Velocity	1	-0.31	15.56	0		0.0442	Msini			5685	0.83		4.49	-0.004		-0.31
Radial Velocity	1	0.14	356	0.041		2.3	Msini			5035	1.72	4.9	3.4	1.149		0.14
Radial Velocity	1	0.4	327.8	0.83		0.6	Msini			5508	0.96	1	4.31	-0.137		0.4
Radial Velocity	1	0.28	36.96	0.14		2.49	Msini			6200	1.38		4.28			0.28
Radial Velocity	1	0.03	472.3	0.61		0.58	Msini			5752	1	1.32	4.21	0.26		0.03
Radial Velocity	1	0.29	963.6	0.778		1.79	Msini			5616	1.02		4.32			0.29
Radial Velocity	1	0.29	43.6	0.38		0.47	Msini			5312	0.83		4.32			0.29
Radial Velocity	1	0.24	3.023573	0.063		0.226	Msini			5285	0.92		4.53			0.24
Radial Velocity	1	0.69	712.13	0.2		7.32	Msini			4424	0.91	22.39	2.13	2.27		0.69
Radial Velocity	1	0.4	780.3	0.08		1.47	Msini			5650	1.28	2.05	3.92	0.584		0.4
Radial Velocity	1	0.31	4.94737	0.087		0.105	Msini			5662	1.06		4.56			0.31
Radial Velocity	1	-0.04	1293	0.501		4.954	Msini			5987	1.04	1.02		0.143		-0.04
Radial Velocity	1	0.21	119.6	0.35		1.05	Msini			6060	1.18	1.1	4.29	0.297		0.21
Radial Velocity	1	-0.5	139.35	0.076		5.78	Msini			4830	1.01	9.09	2.53	1.61		-0.5
Radial Velocity	1	-0.2	492.3	0.096		0.33	Msini			5902	0.96	1.01	4.53			-0.2
Radial Velocity	1	-0.02	177.11	0.066		7.6	Msini			4907	1.91	8.7	2.9	1.595		-0.02
Radial Velocity	1	0.15	299.36	0.05		6.92	Msini			4658	1.9	13.2	2.49			0.15
Radial Velocity	1	0.07	589.64	0.02		2.3	Msini			4946	2.1	8.31	3.07	1.59		0.07
Radial Velocity	1	0.06	2.818049	0		0.398	Msini	1.098		4840	0.84	1.05	4.3			0.06
Radial Velocity	1	-0.48	22.017	0.146		0.44	Msini			5690	0.89	1.14	4.29			-0.48
Radial Velocity	1	-0.323	480.5	0.07		6	Msini			4323	1.1	21.4	1.78	2.24		-0.323
Radial Velocity	1	0.31	1973	0.465		2.82	Msini			5752	1.1		4.49			0.31
Radial Velocity	1	-0.06	2496	0.1		1.56	Msini			5746	0.96	1.02	4.48	0.053		-0.06
Radial Velocity	1	0.29	1103	0.03		3.07	Msini			5950	1.12	1.02	4.47	0.068		0.29
Radial Velocity	1	0.324	6.27711	0.1249		1.86	Msini			5960	1.18		4.41			0.324
Radial Velocity	1	-0.18	851.8	0.4		6.1	Msini			5737	1		4.59			-0.18
Radial Velocity	1	0.164	2068	0.034		1.97	Msini			5706	1.05		4.43			0.164
Radial Velocity	1	0.28	615	0.19		0.29	Msini			5386	0.89	0.96	4.34	-0.155		0.28
Radial Velocity	1	-0.02	3658	0.22		3.15	Msini			5926	1.06	1.36	4.24	0.336		-0.02
Radial Velocity	1	0.25	39.475	0.423		5.45	Msini			5688	1.02	1.22	4.27	0.146		0.25
Radial Velocity	1	0.29	2.54858	0.029		1.87	Msini			5570	1.05	0.89	4.66	-0.16		0.29
Radial Velocity	1	0.03	1260	0.256		3.06	Msini			5317	0.89	1.04	4.28	-0.106		0.03
Radial Velocity	1	0.232	1770	0.074		1.103	Msini			5041	1.23	2.39	3.78	0.522		0.232
Radial Velocity	1	-0.11	1275	0.82		1.11	Msini			6024	1.05	1.01	4.51	0.083		-0.11
Radial Velocity	1	0.217	3.509267	0.034		0.467	Msini			6095	1.21		4.33			0.217
Radial Velocity	1	0.25	341.7	0.13		1.15	Msini			4917	1.41	3.3	3.56	0.756		0.25
Radial Velocity	1	0.27	418.2	0.1		2.51	Msini			6021	1.28	1.6	4.16			0.27
Radial Velocity	1	-0.16	1001.7	0.526		6.86	Msini			5700	0.96	0.86	4.5			-0.16
Radial Velocity	1	-0.359	184.02	0		2.7	Msini			4753	2.1	13	2.22	1.857		-0.359
Radial Velocity	1	-0.31	705	0.066		1.3	Msini			5112	1.06	4.8	3.4	1.143		-0.31
Radial Velocity	1	0.35	2.985698	0.012		0.398	Msini			5454	0.9		4.33	-0.06		0.35
Radial Velocity	1	0.06	1313	0.15		0.68	Msini			6136	1.13	1.19	4.46			0.06
Radial Velocity	1	-0.07	788	0.41		0.132	Msini			5186	0.76		4.41	-0.367		-0.07
Radial Velocity	1	-0.33	58.43	0.11	90	0.011	Msin(i)/sin(i)			4715	0.69		4.39			-0.33
Radial Velocity	1	-0.03	227	0.297		1.8	Msini			6050	1.12					-0.03
Radial Velocity	1	0.257	2.1375	0.008		1.5	Msini				1.21	1.22	4.36			0.257
Radial Velocity	1	0.05	1695	0.15		0.92	Msini			5903	1.06	1.02	4.36	0.025		0.05
Radial Velocity	1	0.04	1270	0.17		3.6	Msini			4805	1.66	8.8	2.66	1.56		0.04
Radial Velocity	1	-0.17	13.481	0.05		12.4	Msini			5770	1.12	1.55	4.1			-0.17
Radial Velocity	1	0.33	3.4148674	0.05	15	1.02	Mass			5438	1.18	1.94	3.94			0.33
Radial Velocity	1	0.26	256.78	0.673		8.44	Msini			6291	1.56					0.26
Radial Velocity	1	-0.24	49.77	0.31		0.057	Msini			5599	0.84		4.48	-0.143		-0.24
Radial Velocity	1	0.39	1179	0.12		1.11	Msini			5577	1.03	1.67	4.03	0.382		0.39
Radial Velocity	1	0.32	325	0.35		3.58	Msini			5821	1.1		4.45	0.02		0.32
Radial Velocity	1	0.15	143.58	0.14		0.37	Msini			4995	0.7		4.26	-0.387		0.15
Radial Velocity	1	0.05	507	0.157		1.2	Msini			5002	1.58	4.9	3.4	1.13		0.05
Radial Velocity	1	-0.18	482	0.11		5.01	Msini			4218	1.2	20	1.78	2.28		-0.18
Radial Velocity	1	0.41	4375	0.06		4.6	Msini			5312	0.95		4.43			0.41
Radial Velocity	1	-0.3	361.1	0.03		0.9	Msini			5148	1.02	4.5	3.6	1.104		-0.3
Radial Velocity	1	-0.24	647.3	0.3		4	Msini			4152	0.91	35	2.06	2.86		-0.24
Radial Velocity	1	0.34	498.9	0.71		0.68	Msini			5770	1.31	1.86	4			0.34
Radial Velocity	1	-0.3	9.4909	0.063	89.45	0.02473	Mass	0.209	3.35	5119	0.75	0.7	4.62		3.04	-0.3
Radial Velocity	1	-0.02	436.9	0.112		1.8	Msini			4992	1.3	4.5	3.5	1.049		-0.02
Radial Velocity	1	0.02	4951	0.85		6.8	Msini			5759	1	1	4.38	-0.066		0.02
Radial Velocity	1	0.315	439.3	0.09		0.502	Msini			5272	0.93		4.44			0.315
Radial Velocity	1	0.3	17.054	0.07		0.079	Msini			4929	0.85	0.78	4.57			0.3
Radial Velocity	1	0.14	868	0.365		1.4	Msini			4932	1.72	5.4	3.2	1.188		0.14
Radial Velocity	1	0.31	184.2	0.02		8.2	Msini			4780	2.1		2.94	1.67		0.31
Radial Velocity	1	0.03	144.3	0.09		1.98	Msini			4945	2.42	11.6	2.6	1.87		0.03
Radial Velocity	1	-0.26	499.48	0.549		1.56	Msini			5180	0.78		4.43			-0.26
Radial Velocity	1	-0.12	232.08	0.163		2.68	Msini			5530	0.87		4.45			-0.12
Radial Velocity	1	-0.16	9.1205	0.205	88.43	0.037	Mass	0.226	4.17	5089	0.78	0.72	4.59		2.97	-0.16
Radial Velocity	1	-0.31	124.6	0.23		9.18	Msini			4830	1.54		2.53	1.63		-0.31
Radial Velocity	1	0.16	1084.5	0.13		6	Msini			5000	2.5	8.93	2.9	1.65		0.16
Radial Velocity	1	0.15	2556.5	0.59		11.1	Msini			4985	2.41	8.69	2.85	1.617		0.15
Radial Velocity	1	0.2	822.3	0.07		2.4	Msini			4850	1.74	5.77	3.1	1.215		0.2
Radial Velocity	1	0.29	511.098	0.7124		8.82	Msini			4530	1.05		2.6			0.29
Radial Velocity	1	-0.15	1560.2	0.16		5.5	Msini			4670	1.17	7.83	2.7	1.405		-0.15
Radial Velocity	1	0.23	5.0505	0.024		1.068	Msini			5519	0.95	1	4.53	-0.222		0.23
Radial Velocity	1	0.29	1058.8	0.61		20	Msini			5020	1.93	5.34	3.26	1.204		0.29
Radial Velocity	1	-0.89	121.54	0.23		0.022	Msini			3550	0.28	0.29				-0.89
Radial Velocity	1	-0.02	121.71	0.35		1.54	Msini			4284	1.35	21.8	2.2			-0.02
Radial Velocity	1	-0.12	677.8	0.19		19.8	Msini				3.9					-0.12
Radial Velocity	1	-0.08	26.468	0.036		5.4	Msini			5130	1.87	6.26	3.11	1.38		-0.08
Radial Velocity	1	-0.07	101.54	0.28		10.78	Msini			4300	0.97	16.21	2	1.91		-0.07
Radial Velocity	1	0.23	2.00839	0		0.618	Msini			6040	1.24	1.35	4.26			0.23
Radial Velocity	1	-0.27	628.96	0.1		6.47	Msini			4055	1.13	45.1	1.2			-0.27
Radial Velocity	1	-0.29	605.2	0.08		7.8	Msini			4092.1	1.7	47.2	1.4	2.9		-0.29
Radial Velocity	1	-0.27	522.3	0.19		6.1	Msini			4126	1.4	38.3	1.5	2.73		-0.27
Radial Velocity	1	-0.094	417.9	0.11		6.7	Msini			4406	1.7	21	1.94			-0.094
Radial Velocity	1	-0.13	2502	0.702	30.1	1.55	Mass				0.83					-0.13
Radial Velocity	1	0.15	1261.94	0.044	60	2	Mass			4788	1.47	5.06		1.084		0.15
Radial Velocity	1	0.36	357.8	0.09		2.4	Msini			4538.2	1.5	11.4	2.4	1.797		0.36
Radial Velocity	1	-0.24	277.02	0.106		1.7	Msini			4770	2.17	12.3	2.32	1.85		-0.24
Radial Velocity	1	0.01	3117	0.4		1.53	Msini			6212	1.19		4.2			0.01
Radial Velocity	1	0.5	3.3124568	0.011		4.32	Msini			6400	1.34	1.46	4.5			0.5
Radial Velocity	1	0.14	305.5	0.031		20.6	Msini			4388	2.3	26.8	1.96			0.14
Radial Velocity	1	-0.205	136.75	0		2.8	Msini			4780	2.2	12	2.66	1.839		-0.205
Pulsation Timing Variations	1	-0.02	840	0.15		11.8	Msini			7067	1.63		4	0.996		-0.02
Orbital Brightness Modulation	1	-0.1	1.5449298		77.55	2.01	Mass	1.36	1.1	6409	1.2	1.32	4.2			-0.1
Imaging	1	-0.027				2	Mass				1.75			0.85		-0.027
Imaging	1	0.28				4	Mass			6234	1.22		4.6	0.332		0.28
Imaging	1	0.1				11.3	Mass	1.265			0.33					0.1
Imaging	1	0.02				30	Mass	1.11			1.3					0.02
Imaging	1	-0.36				13.616	Mass			10900	2.6		3.78	1.83		-0.36
Transit Timing Variations	2	0.2	22.3395	0.05628	86.2	0.626	Mass			5471	0.96	0.88	4.53	-0.223		0.2
Transit Timing Variations	2	0.176	675.47	0.184	88	7.3	Mass			6430	1.39	1.74	4.1		13.34	0.176
Transit	2	0.3	5.1134	0	86.5	0.018	Mass	0.33	0.9	4950	0.91	0.86	4.55			0.3
Transit	2	0.3	11.759	0	89	0.088	Mass	0.44	1.3	4950	0.91	0.86	4.55			0.3
Transit	2	0.138	0.85359159	0	80.78	0.018	Mass	0.141	7.5	5259	0.91	0.82	4.57		2.354	0.138
Transit	2	0.025	0.571308	0	80.2			0.13		5590	0.93	0.83	4.56	-0.119		0.025
Transit	2	0.025	13.341245	0	87.2			0.226		5590	0.93	0.83	4.56	-0.119		0.025
Transit	2	0.41	2.91625	0.0133	83.4	0.851	Mass	1.272		5653	1.22	1.56	4.13	0.346		0.41
Transit	2	0	10.338523	0.342	89.2	0.534	Mass	1.01	0.64	5246	0.86	0.84	4.52	-0.319		0
Transit	2	0.33	4.301219	0.044	89.1	0.352	Mass	1.242	0.23	5295	0.94	0.95	4.46	-0.194		0.33
Transit	2	-0.278	9.55385	0.31	87.62			0.214		6254	1.03	1.28	4.23	0.35		-0.278
Transit	2	-0.278	21.058	0.18	88.48			0.393		6254	1.03	1.28	4.23	0.35		-0.278
Transit	2	-0.33	7.6188		87.97			0.18		4742	0.68	0.66	4.51			-0.33
Transit	2	-0.33	19.07863		87.83			0.227		4742	0.68	0.66	4.51			-0.33
Transit	2	-0.11	9.32414		88.3			0.142	2.7	4043	0.64	0.6				-0.11
Transit	2	-0.11	15.5012		89.08			0.171	5.4	4043	0.64	0.6				-0.11
Transit	2	0.42	20.88508		88.95			0.52		5743	1.12	1.21	4.29			0.42
Transit	2	0.42	42.36342		89.43			0.723		5743	1.12	1.21	4.29			0.42
Transit	2	0.04	2.39984		86.1			0.125		4680	0.76	0.72	4.56			0.04
Transit	2	0.04	5.60912		87.85			0.186		4680	0.76	0.72	4.56			0.04
Transit	2	-0.03	1.42266		87.75			0.118		4924	0.8	0.74	4.65			-0.03
Transit	2	-0.03	5.34059		88.33			0.25		4924	0.8	0.74	4.65			-0.03
Transit	2	0.28	4.01593		87.28	0.03776	Mass	0.138	17.5	5757	1.07	1.1	4.35			0.28
Transit	2	0.28	10.56103		88.61	0.03115	Mass	0.216	3.6	5757	1.07	1.1	4.35			0.28
Transit	2	-0.33	5.73594		87.35			0.17		3930	0.61	0.57	4.71			-0.33
Transit	2	-0.33	10.93241		86.95			0.202		3930	0.61	0.57	4.71			-0.33
Transit	2	-0.02	10.35239		86.42			0.319		4870	0.78	0.74	4.52			-0.02
Transit	2	-0.02	5.06416		86.7			0.215		4870	0.78	0.74	4.52			-0.02
Transit	2	-0.27	7.8455821	0.029	88.81	0.442	Msin(i)/sin(i)	1.18		6272	1.13	1.53	4.12		0.44	-0.27
Transit	2	-0.38	440.7813		89.904			0.571		6340	1.07	1.24	4.16			-0.38
Transit	2	-0.16	31.8099		89.3			0.366		6474	1.04	1.26	4.31			-0.16
Transit	2	-0.16	75.2		89.701			0.214		6474	1.04	1.26	4.31			-0.16
Transit	2	0.2	10.95416	0.05593	89.055	0.027	Mass	0.337	0.87	5471	0.96	0.88	4.53	-0.223		0.2
Transit	2	-0.15	0.837491		85.1	0.0145	Mass	0.132	8	5627	0.91	1.06	4.35			-0.15
Transit	2	-0.15	45.294301	0	89.59	0.054	Mass	0.21	7.1	5627	0.91	1.06	4.35			-0.15
